Name;Device ID;Scheduled Time;Issued Time;Response Time;Duration (minutes);Location;[2_VAS] Please use the following 3 items to indicate how you feel right now;[3_VAS] ;[4_VAS] ;[6_VAS] How stressed do you feel right now?;[8_VAS] At the moment I feel like I am able to control my own behavior as I wish;[9_VAS] Right now I feel competent in what I am doing ;[10_VAS] Right now I feel like there are people around me who care about me and support me;[11_SAQ] Since the last prompt have there been events that caused any changes in your emotional state?;[33_VAS] Time since the event in minutes (apporximately);[13_VAS] Please use the following 3 items to indicate how you felt during the event;[14_VAS] ;[34_VAS] ;[20_VAS] How stressed did you feel during the event?;"[17_VAS] During the event I felt like I myself was able to control my behavior in a way that I think is for the best;  my behavior was not controlled by someone else";[18_VAS] During the event I felt competent in what I was doing ;[19_VAS] During the event I felt like there were people around me who care about me and support me;[21_VAS] Did you try to control your emotions in any of the following ways?I ruminated over the subject matter;[22_VAS] I distracted myself from the subject matter;[23_VAS] I tried to look at the subject matter from a new perspective;[24_VAS] Suppressed the outward expression of my emotions;[35_VAS] Talked to others about your emotions;[26_VAS] Accepted my emotions the way they are;[27_VAS] I took action to try to change the situation causing my emotions;[28_VAS] I thought hard about what to do about the situation causing my emotions;[29_VAS] I sought help and advice from other people;[30_VAS] I used some substances (e.g. alcohol or tobacco) to make myself feel better;[31_VAS] I gave up trying to cope with the situation ;[32_FFT] Optional: describe the event in a few words
User #19436;97f7c6434a9ca0e8;2019-11-27 14:00:15 EET;2019-11-27 14:00:16 EET;2019-11-27 14:01:06 EET;51.004;Unknown;3;1;3;35;70;70;70;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19436;97f7c6434a9ca0e8;2019-11-27 14:23:07 EET;2019-11-27 14:23:08 EET;2019-11-27 14:34:18 EET;670.733;Unknown;3;1;3;30;73;76;79;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19436;97f7c6434a9ca0e8;2019-11-27 17:24:11 EET;2019-11-27 17:24:11 EET;2019-11-27 17:25:52 EET;101.642;Unknown;3;1;3;20;72;71;82;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19436;97f7c6434a9ca0e8;2019-11-27 20:10:16 EET;2019-11-27 20:10:17 EET;2019-11-27 20:20:05 EET;589.141;Unknown;3;1;3;30;70;72;65;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19436;97f7c6434a9ca0e8;2019-11-28 10:41:53 EET;2019-11-28 10:41:54 EET;2019-11-28 10:58:42 EET;1008.984;Unknown;;1;1;67;36;39;70;(ID 1) Yes;154;0;3;0;96;15;19;79;85;51;41;75;22;14;89;87;87;8;10;virtsaputkentulehdus 
User #19436;97f7c6434a9ca0e8;2019-11-28 13:39:01 EET;2019-11-28 13:39:02 EET;2019-11-28 13:54:21 EET;920.859;Unknown;3;1;;23;60;69;33;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19436;97f7c6434a9ca0e8;2019-11-28 15:50:38 EET;2019-11-28 15:50:39 EET;2019-11-28 16:36:47 EET;2768.502;Unknown;3;3;1;27;36;32;70;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19436;97f7c6434a9ca0e8;2019-11-28 18:27:35 EET;2019-11-28 18:27:35 EET;2019-11-28 18:31:39 EET;244.123;Unknown;1;3;1;97;27;33;88;(ID 1) Yes;20;0;3;0;82;27;39;83;15;21;16;19;71;68;14;84;89;6;9;car accident 
User #19436;97f7c6434a9ca0e8;2019-11-28 19:52:26 EET;2019-11-28 19:52:26 EET;2019-11-28 19:57:51 EET;324.822;Unknown;3;1;3;15;79;77;79;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19436;97f7c6434a9ca0e8;2019-11-29 09:58:34 EET;2019-11-29 09:58:36 EET;2019-11-29 10:22:15 EET;1421.222;Unknown;1;1;3;69;32;36;74;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19436;97f7c6434a9ca0e8;2019-11-29 13:59:54 EET;2019-11-29 13:59:55 EET;2019-11-29 15:29:54 EET;Expired;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;
User #19436;97f7c6434a9ca0e8;2019-11-29 16:55:43 EET;2019-11-29 16:55:43 EET;2019-11-29 16:55:43 EET;Blocked;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;
User #19436;97f7c6434a9ca0e8;2019-11-29 15:56:32 EET;2019-11-29 16:48:06 EET;2019-11-29 17:11:41 EET;4509.591;Unknown;3;1;3;22;66;74;80;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19436;97f7c6434a9ca0e8;2019-11-29 20:07:21 EET;2019-11-29 20:07:21 EET;2019-11-29 20:09:04 EET;103.171;Unknown;3;3;3;17;63;67;84;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19444;07EEF53E75A04637A6C114C85A2BBF54;2019-11-26 09:05:56 EET;2019-11-26 09:05:56 EET;2019-11-26 09:08:00 EET;123.765;Unknown;https://ethicadata.com/media/survey_media/900/image/4valence.png;https://ethicadata.com/media/survey_media/900/image/3arous.png;https://ethicadata.com/media/survey_media/900/image/4dominance.png;15;91;88;100;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19444;07EEF53E75A04637A6C114C85A2BBF54;2019-11-26 13:18:49 EET;2019-11-26 13:18:49 EET;2019-11-26 13:19:32 EET;43.083;Unknown;https://ethicadata.com/media/survey_media/900/image/4valence.png;https://ethicadata.com/media/survey_media/900/image/3arous.png;https://ethicadata.com/media/survey_media/900/image/5dominance.png;11;89;88;100;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19444;07EEF53E75A04637A6C114C85A2BBF54;2019-11-26 14:58:21 EET;2019-11-26 14:58:21 EET;2019-11-26 14:59:16 EET;55.76;Unknown;https://ethicadata.com/media/survey_media/900/image/4valence.png;https://ethicadata.com/media/survey_media/900/image/4arous.png;https://ethicadata.com/media/survey_media/900/image/5dominance.png;6;86;88;100;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19444;07EEF53E75A04637A6C114C85A2BBF54;2019-11-26 18:27:44 EET;2019-11-26 18:27:44 EET;2019-11-26 18:28:56 EET;71.917;Unknown;;;;;52;61;75;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19444;07EEF53E75A04637A6C114C85A2BBF54;2019-11-26 21:31:17 EET;2019-11-26 21:31:17 EET;2019-11-26 23:01:17 EET;Expired;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;
User #19444;07EEF53E75A04637A6C114C85A2BBF54;2019-11-27 11:08:21 EET;2019-11-27 11:08:21 EET;2019-11-27 11:09:03 EET;41.914;Unknown;;;;;74;67;85;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19444;07EEF53E75A04637A6C114C85A2BBF54;2019-11-27 12:47:29 EET;2019-11-27 12:47:29 EET;2019-11-27 12:58:39 EET;670.087;Unknown;https://ethicadata.com/media/survey_media/900/image/3valence2.png;;;;78;70;95;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19444;07EEF53E75A04637A6C114C85A2BBF54;2019-11-27 16:18:13 EET;2019-11-27 16:18:13 EET;2019-11-27 16:30:00 EET;707.299;Unknown;https://ethicadata.com/media/survey_media/900/image/4valence.png;;;;85;75;78;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19444;07EEF53E75A04637A6C114C85A2BBF54;2019-11-27 19:05:39 EET;2019-11-27 19:05:39 EET;2019-11-27 19:06:03 EET;23.479;Unknown;https://ethicadata.com/media/survey_media/900/image/5valence2.png;;;;69;74;92;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19444;07EEF53E75A04637A6C114C85A2BBF54;2019-11-27 21:46:06 EET;2019-11-27 21:46:06 EET;2019-11-27 21:56:16 EET;610.068;Unknown;https://ethicadata.com/media/survey_media/900/image/4valence.png;https://ethicadata.com/media/survey_media/900/image/2arous.png;https://ethicadata.com/media/survey_media/900/image/4dominance.png;22;75;75;93;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19444;07EEF53E75A04637A6C114C85A2BBF54;2019-11-28 09:18:57 EET;2019-11-28 09:18:57 EET;2019-11-28 09:32:22 EET;804.959;Unknown;https://ethicadata.com/media/survey_media/900/image/4valence.png;https://ethicadata.com/media/survey_media/900/image/2arous.png;;61;66;62;89;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19444;07EEF53E75A04637A6C114C85A2BBF54;2019-11-28 12:38:13 EET;2019-11-28 12:38:13 EET;2019-11-28 12:40:55 EET;161.551;Unknown;https://ethicadata.com/media/survey_media/900/image/4valence.png;https://ethicadata.com/media/survey_media/900/image/3arous.png;https://ethicadata.com/media/survey_media/900/image/4dominance.png;51;71;75;87;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19444;07EEF53E75A04637A6C114C85A2BBF54;2019-11-28 14:22:01 EET;2019-11-28 14:22:01 EET;2019-11-28 14:23:37 EET;96.62;Unknown;https://ethicadata.com/media/survey_media/900/image/4valence.png;https://ethicadata.com/media/survey_media/900/image/2arous.png;https://ethicadata.com/media/survey_media/900/image/2dominance.png;65;41;50;88;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19444;07EEF53E75A04637A6C114C85A2BBF54;2019-11-28 17:00:11 EET;2019-11-28 17:00:11 EET;2019-11-28 17:00:49 EET;37.986;Unknown;https://ethicadata.com/media/survey_media/900/image/4valence.png;https://ethicadata.com/media/survey_media/900/image/4arous.png;https://ethicadata.com/media/survey_media/900/image/3dominance.png;51;60;70;92;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19444;07EEF53E75A04637A6C114C85A2BBF54;2019-11-28 20:26:15 EET;2019-11-28 20:26:15 EET;2019-11-28 21:00:38 EET;2062.95;Unknown;https://ethicadata.com/media/survey_media/900/image/4valence.png;https://ethicadata.com/media/survey_media/900/image/2arous.png;https://ethicadata.com/media/survey_media/900/image/4dominance.png;61;70;71;100;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19444;07EEF53E75A04637A6C114C85A2BBF54;2019-11-29 10:49:10 EET;2019-11-29 10:49:10 EET;2019-11-29 10:52:45 EET;215.071;Unknown;;;;63;58;58;87;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19444;07EEF53E75A04637A6C114C85A2BBF54;2019-11-29 11:48:13 EET;2019-11-29 11:48:13 EET;2019-11-29 13:18:13 EET;Expired;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;
User #19444;07EEF53E75A04637A6C114C85A2BBF54;2019-11-29 14:13:38 EET;2019-11-29 14:13:38 EET;2019-11-29 15:43:38 EET;Expired;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;
User #19444;07EEF53E75A04637A6C114C85A2BBF54;2019-11-29 18:48:07 EET;2019-11-29 18:48:07 EET;2019-11-29 18:49:58 EET;110.577;Unknown;https://ethicadata.com/media/survey_media/900/image/5valence2.png;https://ethicadata.com/media/survey_media/900/image/4arous.png;https://ethicadata.com/media/survey_media/900/image/4dominance.png;33;75;87;100;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19444;07EEF53E75A04637A6C114C85A2BBF54;2019-11-29 21:47:36 EET;2019-11-29 21:47:36 EET;2019-11-29 21:48:18 EET;41.911;Unknown;https://ethicadata.com/media/survey_media/900/image/5valence2.png;https://ethicadata.com/media/survey_media/900/image/4arous.png;https://ethicadata.com/media/survey_media/900/image/5dominance.png;30;82;94;100;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19445;0D37CFBB5C0049AAA29584031697EE0A;2019-11-26 09:15:01 EET;2019-11-26 09:15:01 EET;2019-11-26 10:07:10 EET;3128.856;Unknown;https://ethicadata.com/media/survey_media/900/image/4valence.png;https://ethicadata.com/media/survey_media/900/image/2arous.png;https://ethicadata.com/media/survey_media/900/image/4dominance.png;60;100;76;92;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19445;0D37CFBB5C0049AAA29584031697EE0A;2019-11-26 13:02:04 EET;2019-11-26 13:02:04 EET;2019-11-26 13:03:50 EET;105.901;Unknown;https://ethicadata.com/media/survey_media/900/image/3valence2.png;https://ethicadata.com/media/survey_media/900/image/4arous.png;https://ethicadata.com/media/survey_media/900/image/4dominance.png;65;95;43;89;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19445;0D37CFBB5C0049AAA29584031697EE0A;2019-11-26 16:46:59 EET;2019-11-26 16:46:59 EET;2019-11-26 16:59:22 EET;743.715;Unknown;https://ethicadata.com/media/survey_media/900/image/3valence2.png;https://ethicadata.com/media/survey_media/900/image/4arous.png;https://ethicadata.com/media/survey_media/900/image/3dominance.png;60;91;50;100;(ID 1) Yes;30;https://ethicadata.com/media/survey_media/900/image/2valence.png;https://ethicadata.com/media/survey_media/900/image/4arous.png;https://ethicadata.com/media/survey_media/900/image/2dominance.png;65;100;69;65;21;60;62;28;0;50;58;53;3;1;7;Huomasin olevani aika paljon jäljessä tenttiinluvussa.
User #19445;0D37CFBB5C0049AAA29584031697EE0A;2019-11-26 18:18:09 EET;2019-11-26 18:18:09 EET;2019-11-26 18:32:44 EET;875.088;Unknown;https://ethicadata.com/media/survey_media/900/image/3valence2.png;https://ethicadata.com/media/survey_media/900/image/3arous.png;https://ethicadata.com/media/survey_media/900/image/4dominance.png;69;86;82;97;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19445;0D37CFBB5C0049AAA29584031697EE0A;2019-11-26 19:46:42 EET;2019-11-26 19:46:42 EET;2019-11-26 20:08:22 EET;1299.58;Unknown;https://ethicadata.com/media/survey_media/900/image/3valence2.png;https://ethicadata.com/media/survey_media/900/image/3arous.png;https://ethicadata.com/media/survey_media/900/image/3dominance.png;60;82;51;98;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19445;0D37CFBB5C0049AAA29584031697EE0A;2019-11-27 10:19:02 EET;2019-11-27 10:19:02 EET;2019-11-27 10:29:03 EET;600.643;Unknown;https://ethicadata.com/media/survey_media/900/image/3valence2.png;https://ethicadata.com/media/survey_media/900/image/4arous.png;https://ethicadata.com/media/survey_media/900/image/3dominance.png;63;92;66;89;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19445;0D37CFBB5C0049AAA29584031697EE0A;2019-11-27 13:34:03 EET;2019-11-27 13:34:03 EET;2019-11-27 14:32:19 EET;3495.992;Unknown;https://ethicadata.com/media/survey_media/900/image/4valence.png;https://ethicadata.com/media/survey_media/900/image/3arous.png;https://ethicadata.com/media/survey_media/900/image/4dominance.png;60;91;52;94;(ID 1) Yes;7;https://ethicadata.com/media/survey_media/900/image/4valence.png;https://ethicadata.com/media/survey_media/900/image/2arous.png;https://ethicadata.com/media/survey_media/900/image/3dominance.png;35;80;95;93;66;2;34;49;52;78;6;5;52;1;2;
User #19445;0D37CFBB5C0049AAA29584031697EE0A;2019-11-27 14:53:50 EET;2019-11-27 14:53:50 EET;2019-11-27 15:10:26 EET;996.048;Unknown;https://ethicadata.com/media/survey_media/900/image/4valence.png;https://ethicadata.com/media/survey_media/900/image/3arous.png;https://ethicadata.com/media/survey_media/900/image/4dominance.png;43;94;79;91;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19445;0D37CFBB5C0049AAA29584031697EE0A;2019-11-27 18:08:44 EET;2019-11-27 18:08:44 EET;2019-11-27 18:13:03 EET;258.894;Unknown;https://ethicadata.com/media/survey_media/900/image/2valence.png;https://ethicadata.com/media/survey_media/900/image/3arous.png;https://ethicadata.com/media/survey_media/900/image/3dominance.png;75;96;55;92;(ID 2) No;;;;;;;;;;;;;;;;;;;;
User #19445;0D37CFBB5C0049AAA29584031697EE0A;2019-11-27 21:56:29 EET;2019-11-27 21:56:29 EET;2019-11-27 22:22:44 EET;1574.823;Unknown;https://ethicadata.com/media/survey_media/900/image/2valence.png;https://ethicadata.com/media/survey_media/900/image/3arous.png;https://ethicadata.com/media/survey_media/900/image/3dominance.png;75;68;38;73;(ID 1) Yes;10;https://ethicadata.com/media/survey_media/900/image/1valence.png;https://ethicadata.com/media/survey_media/900/image/4arous.png;https://ethicadata.com/media/survey_media/900/image/3dominance.png;67;88;10;44;89;39;74;52;7;49;53;55;4;0;32;
